ID,NAME,BUILDTIME,longitude,latitude,DISTRICT,PRICE
1111027374690,国瑞城西区,2006,116.425856,39.90406,dongcheng,86023
1111027373684,东花市北里西区,1990,116.435236,39.90518,dongcheng,79431
1111027377932,绿景馨园,2003,116.447756,39.896508,dongcheng,93288
1111027378129,领行国际,2005,116.448361,39.898946,dongcheng,71269
1111027377502,金鱼池中区,1978,116.415431,39.896044,dongcheng,73964
1111027377023,京城仁合,2002,116.44905,39.903129,dongcheng,81854
1111027374072,东直门北大街,1987,116.441482,39.951341,dongcheng,88349
1111027374074,民安小区东直门北中街,1985,116.435512,39.949001,dongcheng,99927
1111027381407,新永外文化用品商城,2005,116.400687,39.872287,dongcheng,65621
1111027381477,新中西街,1990,116.444278,39.938213,dongcheng,83952
1111027375691,安贞苑50号院,1996,116.41545,39.97708,dongcheng,88887
1111027374080,东直门内大街,1940,116.435413,39.946591,dongcheng,104199
1111027381160,西水井胡同,1960,116.437956,39.926419,dongcheng,93599
1111027379888,天娇园,2007,116.445751,39.903761,dongcheng,93183
1111027376532,长青园,1988,116.43349,39.882446,dongcheng,76595
1111027382512,中景濠庭,2001,116.405464,39.957204,dongcheng,93664
1111027380769,西革新里110号院,1990,116.396844,39.872512,dongcheng,66158
1111027377390,景泰东里,1994,116.421118,39.870943,dongcheng,67687
1111043313490,幸福家园一期,2002,116.436759,39.898847,dongcheng,103568
1111027381162,新世界家园,2000,116.423741,39.90101,dongcheng,114722
1111027378078,丽水湾畔家园,2002,116.449403,39.900818,dongcheng,77584
1111027382420,竹杆胡同,2003,116.434144,39.928568,dongcheng,100223
1111027375663,安外花园,1979,116.418248,39.964378,dongcheng,96406
1111027382285,左安溪园,2004,116.444619,39.881579,dongcheng,87996
1111027380693,香饵胡同,1999,116.420933,39.94535,dongcheng,118935
1111027375670,安馨园,2003,116.411111,39.952776,dongcheng,109441
1111027380887,安外西河沿,1983,116.41416,39.957669,dongcheng,91224
1111027380878,兴化西里,1976,116.417203,39.966191,dongcheng,88965
1111043316752,花市枣苑三期,2004,116.435879,39.901966,dongcheng,103719
1111027379801,土儿胡同,1990,116.418938,39.946011,dongcheng,119452
1111027374962,禾风仕家,2000,116.428125,39.929202,dongcheng,112909
1111027374981,化工大院,1988,116.422866,39.96664,dongcheng,101503
1111027378766,培新街乙5号院,1999,116.440067,39.895564,dongcheng,94284
1111027374065,东中街,1982,116.443651,39.943051,dongcheng,93483
1111027380770,西革新里112号院,2001,116.395254,39.872359,dongcheng,60058
1111027377499,金鱼池东区,1976,116.416894,39.894994,dongcheng,70934
1111027374081,东直门南大街,1990,116.441446,39.943621,dongcheng,89961
1111027382107,永铁苑,1999,116.400766,39.875202,dongcheng,66000
1111027378891,青年湖南街,1992,116.402772,39.959887,dongcheng,105806
1111027379053,瑞士公寓,2007,116.44386,39.939176,dongcheng,97837
1111027375180,华普花园,2001,116.438737,39.941809,dongcheng,61106
1111027378894,青年湖西里,1980,116.404734,39.960609,dongcheng,117919
1111043316665,花市枣苑二期,2003,116.436907,39.901554,dongcheng,97482
1111027376836,大方家胡同,1990,116.435132,39.92546,dongcheng,107240
1111027375198,和平里东街9号院,2000,116.43131,39.95951,dongcheng,105315
1111027373909,鼎盛园,2005,116.415784,39.870977,dongcheng,70437
1111027373683,东花市北里东区,1990,116.443438,39.905088,dongcheng,96624
1111027378022,六铺炕,1975,116.400533,39.962226,dongcheng,103404
1111027374021,民安小区东羊管胡同,2002,116.437841,39.948704,dongcheng,98074
1111047229050,京禧阁,2013,116.45209,39.906053,dongcheng,88392
1111027374339,府上嘉园,2007,116.400496,39.961438,dongcheng,124476
1111027375577,安德里北街25号院,1970,116.394978,39.963326,dongcheng,100772
1111027375654,安圣苑,1986,116.414899,39.979866,dongcheng,72648
1111027377016,建国门北大街5号,2008,116.440442,39.919755,dongcheng,56830
1111027374044,民安小区东扬威街,2002,116.438112,39.949359,dongcheng,99524
1111027381776,元嘉国际公寓,2003,116.443318,39.942275,dongcheng,83637
1111027378679,南竹杆胡同,2003,116.435128,39.927784,dongcheng,104984
1111027376004,柏林寺西,1985,116.42911,39.956494,dongcheng,101740
1111027376626,春秀路,1980,116.450229,39.946158,dongcheng,92185
1111027374795,贡院九号,2000,116.436482,39.916493,dongcheng,87879
1111027382523,砖角楼北里,1959,116.43686,39.962178,dongcheng,70456
1111027374267,芳嘉园胡同,2003,116.433722,39.926854,dongcheng,104755
1111027375569,安定路,1993,116.414432,39.977111,dongcheng,93649
1111027381710,雍和家园二期,2005,116.424796,39.956911,dongcheng,78130
1111027378491,南弓匠营胡同,2003,116.434583,39.931714,dongcheng,118694
1111027380314,文津世家,2004,116.420268,39.949318,dongcheng,114516
1111027374078,东直门内北小街8号院,2003,116.432388,39.95399,dongcheng,101532
1111027376599,崇文门东大街,1970,116.433321,39.906309,dongcheng,88830
1111027377435,京香福苑,2001,116.412004,39.950928,dongcheng,104671
1111027382642,忠实里,1970,116.452323,39.900479,dongcheng,79139
1111027376353,察慈小区,1990,116.446448,39.948327,dongcheng,85372
1111027379727,十字坡西里,1981,116.444345,39.945375,dongcheng,101122
1111027379607,三秀涵雅,2000,116.41305,39.963793,dongcheng,84969
1111027378868,前门东大街,1970,116.412489,39.906815,dongcheng,91069
1111027374714,工体3号,2005,116.449846,39.935249,dongcheng,83026
1111027375578,安德路乙61号院,1989,116.400524,39.958938,dongcheng,98971
1111027374668,光明楼,1950,116.4449,39.891482,dongcheng,82790
1111027380897,小黄庄二区,1994,116.417993,39.970747,dongcheng,97796
1111027378565,南门仓胡同,1989,116.434254,39.935275,dongcheng,114226
1111027377225,交林,1980,116.435,39.963418,dongcheng,100737
1111027378877,前门前,2000,116.415211,39.897786,dongcheng,98229
1111027379822,太华公寓,2000,116.423295,39.902249,dongcheng,69311
1111027378459,NAGA上院,2008,116.434166,39.948115,dongcheng,89252
1111027376666,朝阳门北小街,1990,116.432934,39.933528,dongcheng,105648
1111027377406,景泰嘉园,2001,116.419009,39.87095,dongcheng,62129
1111027380768,西革新里108号院,1985,116.398033,39.872301,dongcheng,62221
1111027381841,永康胡同1号院,2002,116.41695,39.953993,dongcheng,115581
1111027378240,民安小区民安街,2002,116.437676,39.950331,dongcheng,107935
1111027379726,十字坡东里,1986,116.445818,39.945717,dongcheng,92165
1111027375590,安化北里,1960,116.441608,39.898639,dongcheng,86260
1111027376667,朝阳门内大街,1988,116.435758,39.930641,dongcheng,86526
1111027374845,郭庄北里,1980,116.418047,39.876106,dongcheng,68899
1111027378107,龙潭西里,1974,116.433777,39.886218,dongcheng,79706
1111027374956,后芳嘉园胡同,2002,116.436201,39.926105,dongcheng,106662
1111027377631,凯景铭座,2001,116.410253,39.968681,dongcheng,78567
1111043352307,长安太和,2012,116.432755,39.916762,dongcheng,122196
1111027377073,交道口北二条35号院,1988,116.417962,39.949228,dongcheng,127014
1111027374073,清水苑,1980,116.441581,39.953001,dongcheng,92827
1111027378418,民旺园十九号院,2000,116.436756,39.957515,dongcheng,89932
1111027377411,景泰西里,1981,116.419045,39.868693,dongcheng,66601
1111027377099,菊儿胡同,1985,116.41148,39.94551,dongcheng,134291
1111027374804,贡院六号,2002,116.438272,39.91638,dongcheng,94575
1111027376504,仓南胡同14号院,1993,116.435822,39.933006,dongcheng,120443
1111027376828,东方财富,2006,116.443376,39.899224,dongcheng,89311
1111027379440,上龙嘉园,1998,116.413516,39.960052,dongcheng,85034
1111027376502,仓南胡同,1979,116.434237,39.933725,dongcheng,125786
1111027375660,安外大街80号院,1987,116.414991,39.965726,dongcheng,91270
1111027374502,管村26号院,1997,116.402042,39.867879,dongcheng,56753
1111027381739,永合馨苑,2001,116.403658,39.869583,dongcheng,62729
1111027374077,东直门内北小街2号院,2003,116.432624,39.955121,dongcheng,80309
1111027375205,和平里四区,1970,116.427986,39.963242,dongcheng,106733
1111027377614,康鸿家园,2000,116.415803,39.966868,dongcheng,93796
1111027380288,外交部街33号院,1988,116.427589,39.919518,dongcheng,129496
1111027374682,广渠门内大街,1960,116.448316,39.900192,dongcheng,87260
1111027378391,美术馆后街,1988,116.414971,39.934043,dongcheng,107526
1111027375827,北官厅胡同,1988,116.432763,39.953152,dongcheng,106742
1111027375657,安外大街,1994,116.414549,39.97239,dongcheng,90970
1111027374076,东直门内北小街16号,2003,116.432396,39.951803,dongcheng,94402
1111027381479,新中西里,1983,116.444518,39.939961,dongcheng,87703
1111027375196,和平里东街10号院,2004,116.432475,39.963904,dongcheng,103297
1111027375573,安德路55号院,1958,116.405598,39.957975,dongcheng,82341
1111027375115,恒基中心,1993,116.43466,39.913621,dongcheng,71688
1111027378881,青年沟,1976,116.422213,39.968073,dongcheng,86132
1111027376503,仓南胡同12号院,1990,116.436666,39.932997,dongcheng,114893
1111027376456,仓夹道,2003,116.437852,39.941438,dongcheng,103075
1111027377074,交道口北三条,1990,116.421577,39.949708,dongcheng,111166
1111027373900,东四十条甲34号院,1988,116.433198,39.939133,dongcheng,97205
1111027375576,安德里北街24号院,1983,116.403478,39.963248,dongcheng,108957
1111027375868,北河沿大街,1985,116.412462,39.927297,dongcheng,108339
1111027376665,朝阳门北大街,1987,116.441929,39.934083,dongcheng,80162
1111027375829,北官厅胡同甲二号院,1993,116.434287,39.952814,dongcheng,105248
1111046292412,东四块玉南街4号院,2001,116.432715,39.88655,dongcheng,100650
1111027377738,李村东里,1970,116.420952,39.874393,dongcheng,74212
1111027376916,东后河沿,1999,116.432151,39.905567,dongcheng,95514
1111027376601,崇文门西大街,1970,116.420117,39.907532,dongcheng,92028
1111027376298,北竹杆胡同,1989,116.435618,39.929172,dongcheng,101774
1111027381843,永康胡同5号院,1982,116.41696,39.953572,dongcheng,131686
1111027373954,东外公馆,2007,116.449678,39.942406,dongcheng,64649
1111027376991,京宝花园,1994,116.413922,39.959865,dongcheng,64502
1111046318849,鼓楼外大街52号,1992,116.402185,39.961265,dongcheng,109199
1111027380890,香河园北里,1984,116.442354,39.957293,dongcheng,89234
1111027379254,胜古中路1号院,1996,116.417021,39.97634,dongcheng,53832
1111027375259,黄寺大街2号院,1990,116.410078,39.96471,dongcheng,91618
1111027374706,甘水桥,1983,116.415112,39.967766,dongcheng,88457
1111027375739,宝钞苑,1999,116.405364,39.954234,dongcheng,100787
1111027382662,中绦胡同甲2号院,1985,116.404199,39.954132,dongcheng,111519
1111027381846,怡龙别墅,1994,116.448859,39.879641,dongcheng,85534
1111027375658,安外大街3号院,1988,116.413584,39.968217,dongcheng,88741
1111027374757,革新南路2号院,1980,116.405554,39.870561,dongcheng,73186
1111027376899,东皇城根南街,1985,116.416136,39.926419,dongcheng,107996
1111027373971,地兴居,1970,116.407787,39.957288,dongcheng,97093
1111027380773,西革新里124号,1981,116.398637,39.870272,dongcheng,71846
1111027381520,雅宝公寓,1999,116.438859,39.920774,dongcheng,86400
1111027377770,李村南里,1980,116.42097,39.872978,dongcheng,74044
1111027380018,天坛东里南区,1970,116.426375,39.880114,dongcheng,77267
1111027382668,赵堂子胡同,1985,116.434565,39.919951,dongcheng,102737
1111027375828,北官厅胡同2号院,1978,116.434147,39.953592,dongcheng,111006
1111027375629,安乐林二条,1987,116.413001,39.868545,dongcheng,64709
1111027378257,帽儿胡同45号院,1984,116.404263,39.944,dongcheng,139581
1111027380696,幸福北里,1950,116.440513,39.893796,dongcheng,84476
1111027376931,东华门大街,1988,116.411331,39.92122,dongcheng,115186
1111027373852,灯市口大街,1986,116.42264,39.924703,dongcheng,104504
1111027375607,安化南里,1980,116.441521,39.895226,dongcheng,87420
1111027375201,和平里九区,1960,116.419091,39.967777,dongcheng,91813
1111027375110,胡家园26号院,1996,116.448812,39.949362,dongcheng,81833
1111027381634,营房西街,1983,116.431111,39.892729,dongcheng,84449
1111027375462,花园胡同8号院,1985,116.409988,39.952769,dongcheng,100534
1111027374087,东直门外小街8号院,1995,116.452098,39.94978,dongcheng,76521
1111027381489,雅安国际公寓,2005,116.439876,39.920841,dongcheng,91462
1111027378416,民委三舍,2001,116.433593,39.965031,dongcheng,96496
1111027374050,大羊宜宾胡同31号院,1990,116.435931,39.919,dongcheng,99590
1111027376669,朝阳门内大街75号院,1990,116.436403,39.931929,dongcheng,96489
1111027375214,和平新城二期,2005,116.432615,39.958863,dongcheng,90411
1111027375632,安乐林头条2号院,1989,116.413294,39.870154,dongcheng,62279
1111027376195,北新仓胡同,2002,116.434007,39.946351,dongcheng,106268
1111027376712,车站路6号院,1980,116.388652,39.876481,dongcheng,65034
1111027380019,天坛东里中区,1970,116.427206,39.883008,dongcheng,81377
1111027378893,青年湖南里,1990,116.41351,39.960267,dongcheng,90244
1111027381425,小羊宜宾胡同,1988,116.437281,39.918733,dongcheng,99374
117284081570681,使馆壹号院,2012,116.443126,39.950961,dongcheng,144473
1111027378272,美惠大厦,1998,116.444157,39.935985,dongcheng,59608
1111027381167,新世界中心,1995,116.423696,39.904185,dongcheng,59579
1111027374052,大羊宜宾胡同35号院,1988,116.434391,39.919211,dongcheng,95459
1111027375197,和平里东街15号院,1985,116.431393,39.957079,dongcheng,96565
1111027373848,东水井胡同,2003,116.43827,39.928362,dongcheng,81372
1111027375277,华世隆国际公寓,2000,116.415189,39.975856,dongcheng,44435
1111027373858,东四块玉北街,1990,116.430723,39.888924,dongcheng,77769
1111027376889,东革新里40号院,1979,116.403511,39.872127,dongcheng,65865
1111027379915,天利园,2003,116.443031,39.898481,dongcheng,85382
1111027380717,幸福南里,1953,116.438842,39.89084,dongcheng,85752
1111027378578,南水关,1975,116.447436,39.897461,dongcheng,89068
1111027381840,永康胡同18号院,1984,116.41545,39.952859,dongcheng,112224
1111027375431,海运仓胡同3号院,1986,116.43345,39.944246,dongcheng,93969
1111027373925,地坛北门,1975,116.419222,39.963639,dongcheng,111291
1111027376493,车辇店胡同,1999,116.410619,39.95174,dongcheng,109918
1111027374716,工体北里,1983,116.449539,39.940343,dongcheng,94072
1111027376794,东城逸墅,2009,116.445871,39.944872,dongcheng,103131
1111027374055,东总布胡同,1990,116.437465,39.918288,dongcheng,96760
1111027380285,外交部街,1990,116.43191,39.919202,dongcheng,95538
1111027378094,龙潭北里三条,1965,116.445061,39.889509,dongcheng,70196
1111027379349,烧酒胡同3号院,1998,116.435937,39.931833,dongcheng,133507
1111027375848,宝华家园,2000,116.411166,39.86781,dongcheng,63037
1111027374755,革新里小区,1987,116.403869,39.873255,dongcheng,63355
1111027380112,桃杨路北里12号院,1999,116.414006,39.876414,dongcheng,65446
1111027375475,后永康胡同2号院4号院,1990,116.429919,39.950424,dongcheng,97957
1111027378498,南岗子,1978,116.434706,39.893998,dongcheng,82854
1111027376769,东厂胡同,1985,116.415707,39.928228,dongcheng,108383
1111027377141,建国门内大街,1992,116.437471,39.914258,dongcheng,105376
1111027377922,朗家胡同13号院,1990,116.408184,39.953334,dongcheng,104578
1111027375220,火桥北里,1970,116.439939,39.887883,dongcheng,77169
1111027375579,安定门东大街,1985,116.425446,39.954872,dongcheng,108564
1111027376212,北新桥三条1号院,1981,116.431068,39.950267,dongcheng,126563
1111027377999,禄米仓胡同,1969,116.435845,39.922998,dongcheng,116921
1111027374787,甘雨胡同33号院,1989,116.421858,39.923372,dongcheng,109534
1111027378818,骑河楼大街,1980,116.412213,39.926288,dongcheng,113611
1111027375433,海运仓南里一区,1998,116.436716,39.941556,dongcheng,95385
1111027376066,柏树胡同,1950,116.421827,39.924044,dongcheng,107039
1111027378852,青龙胡同,1975,116.429682,39.95412,dongcheng,113556
1111027381250,西堂子胡同,1940,116.423111,39.922669,dongcheng,115734
1111027381096,西青年沟,1982,116.418876,39.968393,dongcheng,93015
1111027380323,王家园胡同,2000,116.445095,39.936071,dongcheng,81636
1111027379352,什锦花园胡同21号院,1985,116.421058,39.93627,dongcheng,126685
1111027377723,李村,1980,116.419242,39.875809,dongcheng,71871
1111027381443,西总布胡同55号院,1990,116.426157,39.918525,dongcheng,109183
1111027376498,朝内大街201号院,1999,116.429786,39.932065,dongcheng,138043
1111027375729,板厂南里,1970,116.448477,39.890787,dongcheng,90899
1111027379716,沙子口路50号,1998,116.41197,39.867985,dongcheng,58512
1111027373855,灯市口西街,1950,116.414359,39.924443,dongcheng,106644
1111027376048,宝润苑,1998,116.434927,39.904769,dongcheng,64924
1111027377970,琉璃井东街,1980,116.416417,39.876167,dongcheng,68286
1111027380111,桃杨路北里,1980,116.414299,39.87582,dongcheng,69454
1111027374671,光明西里,1970,116.442022,39.893339,dongcheng,92001
1111027375737,板厂新里,1976,116.450191,39.892069,dongcheng,83617
1111027378886,青年湖北街,1997,116.412397,39.966393,dongcheng,106402
1111027373733,东交民巷32号院,1979,116.412801,39.908172,dongcheng,98594
1111027378739,炮局头条,1970,116.428874,39.953319,dongcheng,91725
1111027381835,杨家园西里,1980,116.41524,39.876518,dongcheng,70267
1111027377139,建国门北大街,1988,116.440746,39.920826,dongcheng,94101
1111027381582,永定门东街东里,1970,116.418605,39.879823,dongcheng,75035
1111027373943,东堂子胡同,1955,116.432287,39.920429,dongcheng,91146
1111027380021,天坛公馆,2003,116.436539,39.891265,dongcheng,130342
1111027374989,花梗胡同1号院,1985,116.419288,39.94506,dongcheng,126165
1111027377802,林调社区,1970,116.432585,39.963209,dongcheng,117271
1111027374753,革新里24号院,1994,116.403101,39.873622,dongcheng,59170
1111027376499,朝内大街203号院,1960,116.428856,39.931468,dongcheng,114958
1111027375464,鸿运花园,1996,116.43065,39.882137,dongcheng,79468
1111027374051,大羊宜宾胡同33号院,1992,116.435195,39.919148,dongcheng,97003
1111027374862,鸿安国际大厦,2002,116.430928,39.929859,dongcheng,63310
1111027374745,国祥胡同4号院,1988,116.404412,39.952825,dongcheng,121627
1111027379704,苏州胡同,1960,116.426814,39.911701,dongcheng,88398
1111027382017,玉石胡同,1990,116.41914,39.928339,dongcheng,105037
1111027382017,玉石胡同,1990,116.41914,39.928339,dongcheng,105037
1111043315814,本家润园二期,2007,116.443781,39.90333,dongcheng,55040
1111027380114,桃园南街10号院,1980,116.407316,39.876396,dongcheng,70910
1111048233361,霞公府,2010,116.414502,39.916177,dongcheng,113577
1111027381473,夕照寺西里,1956,116.446244,39.897173,dongcheng,87871
1111027380893,香河园街,1990,116.441801,39.949304,dongcheng,78706
1111027378704,普渡寺后巷,2003,116.411136,39.920246,dongcheng,147651
1111027380639,西草市东街甲34号院,1970,116.407187,39.896458,dongcheng,76682
1111027379720,沙子口路72号,1987,116.412797,39.867179,dongcheng,64592
1111027376882,东公街64号院,1985,116.413443,39.947734,dongcheng,107466
1111027373899,东四十条甲100号院,1990,116.425954,39.939475,dongcheng,97914
1111027374784,甘雨胡同,1940,116.420801,39.923004,dongcheng,105288
1111027375477,后永康胡同6号院,1980,116.429102,39.950473,dongcheng,81188
1111027374715,工体北路,1988,116.447329,39.939095,dongcheng,88557
1111041864329,东黄城根北街40号院,1990,116.413556,39.931842,dongcheng,107235
1111027380094,体育馆路13号,1950,116.429036,39.890388,dongcheng,80435
1111027374062,东中公寓,1997,116.443328,39.941216,dongcheng,82385
1111027381014,锡拉胡同21号院,1988,116.413948,39.923068,dongcheng,100617
1111027376495,朝内大街136号院,1999,116.43385,39.929994,dongcheng,118217
1111027378737,潘家坡胡同4号院,1988,116.444502,39.935082,dongcheng,91968
1111027382254,阳照胡同,1990,116.435212,39.919736,dongcheng,78470
1111027380038,天坛西里东区,1970,116.409289,39.88201,dongcheng,74190
1111027378091,龙潭北里二条,1960,116.443245,39.889417,dongcheng,83558
1111027377140,建国门南大街,1986,116.441654,39.912197,dongcheng,94931
1111027380096,体育馆西路2号院,1990,116.429908,39.893326,dongcheng,80762
1111027381583,永定门东街西里,1970,116.410089,39.879705,dongcheng,76390
1111027378001,禄米仓胡同71号院,1977,116.436546,39.923255,dongcheng,129191
1111100554096,百荣嘉园,2015,116.399008,39.873692,dongcheng,49807
1111027381442,西总布胡同,1988,116.428604,39.917905,dongcheng,102834
1111027379807,同福夹道,1990,116.423144,39.925172,dongcheng,104213
1111027380839,兴化路11号院,1983,116.42013,39.969341,dongcheng,89047
1111027381312,新鲜胡同,1990,116.433837,39.927496,dongcheng,119536
1111027373861,东四块玉南街30号院,1980,116.432283,39.883772,dongcheng,77812
1111027379571,沙滩后街55号院,1986,116.407081,39.931993,dongcheng,112179
1111027373689,东花市大街2号院,1980,116.445552,39.903067,dongcheng,87928
1111027375460,花园胡同,1982,116.410423,39.953681,dongcheng,101840
1111027378448,煤渣胡同,1981,116.422622,39.920593,dongcheng,105174
1111027376900,东皇城根南街86号院,1959,116.413981,39.923345,dongcheng,105738
1111027376306,宝珠子胡同,1988,116.436297,39.920238,dongcheng,81844
1111027381584,永定门东街中里,1970,116.41449,39.879802,dongcheng,77205
1111027382345,正东国际大厦,2004,116.452836,39.950077,dongcheng,50558
1111027373896,东四四条,1989,116.427016,39.933543,dongcheng,99293
1113403167404252,东四块玉南街,1980,116.43097,39.885035,dongcheng,74107
1111040863005,沙滩南巷,1985,116.411368,39.929449,dongcheng,97788
1111027376284,北总布胡同,1988,116.43834,39.920354,dongcheng,88586
1111027379860,台基厂头条14号院,1980,116.41937,39.91201,dongcheng,107339
1111027381087,小取灯胡同8号院,1992,116.414151,39.93478,dongcheng,119370
1111027381313,西香河园,1979,116.441564,39.950319,dongcheng,86290
1111818599198994,东四北大街,1980,116.423319,39.936221,dongcheng,99150
1111027373759,东罗圈胡同,1960,116.430798,39.923454,dongcheng,119062
1111027375633,安乐林中街,1980,116.41483,39.868007,dongcheng,66440
1111027378092,龙潭北里六条,1960,116.445225,39.888123,dongcheng,82395
1111027376039,白桥大街,1980,116.446847,39.904164,dongcheng,79312
1111027374086,东直门外小街10号院,1986,116.451461,39.949365,dongcheng,78733
1111027378702,普渡寺东巷,2002,116.411657,39.920502,dongcheng,139108
1111027378095,龙潭北里四条,1960,116.446551,39.889406,dongcheng,87980
1111027376214,北新桥头条,1970,116.427102,39.947954,dongcheng,99910
1111027375262,花市东三条,1980,116.444622,39.904783,dongcheng,95800
1111027376761,东厂北巷,1985,116.415004,39.928961,dongcheng,107627
1111041181628,中轴国际,2005,116.407031,39.95637,dongcheng,105607
1111027378389,美术馆东街,1985,116.416976,39.932693,dongcheng,143574
1111027374828,贡院西街,1990,116.437148,39.916982,dongcheng,120099
